0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1.0215811790454727e-41,0.8737420707495253,0.027786886854067726,1.1021583860552785e-20,1.036824195595731e-14,3.1125190672993943e-48,2.994974876801027e-14,0.00674249304135231,0.04178341979772985,3.946965724001454e-06,2.04373853277107e-36,1.7270792196004752e-29,1.3997948729206708e-24,5.648533787919678e-22,3.961510110866051e-33,0.04994118259156045,1.2989167083815772e-33,1.2055698203423637e-58,3.5740240609529514e-24,1.2594664889126643e-18
0.01873728221445981,1.4732539872686968e-15,1.1020945279707742e-09,0.0004667276128051004,4.455596151033136e-13,0.1879921258289012,0.0010244922314418196,8.332158484029019e-12,0.002409729343680342,5.7560756735562144e-08,0.13472906075474705,0.11777323175809162,6.800859833102883e-11,0.010042699961808479,0.47116253669597297,0.029808335524154572,4.5870748655974745e-10,3.709703021140342e-22,0.025745986615868802,0.00010773225972173948
2.1116639941712755e-08,3.142224047820402e-08,0.17880520135284292,1.1011418481093564e-17,0.04785707455684483,5.692705871109524e-14,0.0005592553471590637,4.926022373672738e-12,1.5206705955585212e-18,0.00018291706438324724,2.100522508420532e-12,3.1038242667167074e-17,0.021461124799710213,1.8084493893910805e-20,1.6948452121726315e-21,3.696054023133166e-31,4.6346376745269844e-45,2.25634584999788e-73,0.7511343743330958,7.416935438171842e-22
1.8791137962400265e-31,0.013474020373899245,6.454992059908244e-09,7.883140238280736e-18,0.06981068046827245,5.2039434840198695e-12,0.1410987326923396,1.1582678753452168e-43,0.10549199591159111,0.24503330779736454,1.1875573519222334e-19,2.4642409222575094e-19,0.25434932946815025,0.16476501978261643,3.840758777267608e-17,0.00597686233040737,5.445193488483057e-43,9.520798261389737e-75,8.99587073864841e-22,4.4715162949598234e-08
3.6160411348549987e-50,0.6879038149175277,0.046383974959201185,0.2655965015920657,1.1114758253106763e-33,7.840708663502755e-21,0.00010909948839954781,6.606861925279858e-06,4.691200691482866e-20,7.839428162686052e-12,3.2804345204622395e-11,3.1799189634180748e-19,7.748483442519037e-17,5.917617683516622e-32,7.764017566373289e-30,4.969504683495129e-27,1.2367062238432636e-34,1.4313973334879714e-65,2.1402364556419183e-09,7.098492384513559e-22
7.015432412177994e-31,4.79162663340322e-07,0.005246329677795882,2.5382239083079227e-05,0.023393684482650154,1.6283386619970984e-13,0.02256561106221869,0.002065526771633852,0.5222173435218403,0.3961406133846113,1.623324262697176e-18,3.2205653040347948e-21,7.476147019349347e-10,0.026340898377220586,4.30580570010383e-28,0.0020041281149703045,1.6652292878209393e-21,4.062410110719332e-41,6.3881027807403036e-27,2.4575348968753015e-09
3.256523288540431e-24,1.9825058264588376e-06,5.860885689359218e-12,1.4030177589587382e-17,0.9997695395302714,1.14171059711858e-22,5.354886050900618e-17,1.8753208519452135e-41,8.559205929850477e-19,0.00022847795803676476,3.312492388091314e-32,8.920120296515312e-27,4.4186690725263474e-15,8.997318404405477e-20,4.0289821270020077e-35,2.1950500486797503e-21,3.93338579520165e-45,2.214415055993626e-70,2.2519015567515434e-27,1.8861211705656884e-30
0.1330622045533738,2.978465015544737e-26,2.8325987357735067e-34,0.05240904924326845,0.00022890614254785277,0.500265419537654,9.043501151383588e-17,2.8644213793622884e-12,1.368700818218387e-19,5.1575895386550455e-08,0.013414759599756958,0.23844810839852076,2.1135094663192253e-30,2.799033983353776e-22,1.7190373458905978e-19,0.0021680018818222655,0.06000349836859998,2.9483399868289126e-29,6.756855598484642e-10,2.0010655295003878e-11
1.2341988136724259e-42,0.6461271449469316,0.037062726621780354,0.07745121033043827,1.1917231515756837e-07,1.7019800400135182e-22,1.3375986810497849e-06,0.04223916515018042,0.10879832787302998,0.08678831045873427,5.454500629443885e-20,2.6129332336888467e-19,0.0015316098124692448,3.0254514536195876e-08,8.713471815875742e-23,3.8790085986725205e-09,4.962775321109389e-33,1.3499158082461137e-64,1.0833666203573108e-08,3.0682503147197536e-09
0.0059400395044256395,1.1312379092604423e-18,1.1044174185367336e-14,6.397432110766093e-22,1.8639607115282395e-26,0.20743302037328873,1.7741082881049315e-11,7.108464878025367e-09,2.4214739392040675e-24,4.9187908276351184e-21,0.43364592162101306,3.343585716985836e-05,7.412953662755095e-32,1.5152481108997365e-21,0.0005400486489703162,6.886741322216728e-14,0.30707943799049187,0.04514984555778316,0.0001782432838371052,3.673434386463342e-11
