0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.02553341672244623,0.00010599696466788479,2.068383387988371e-05,0.0015169534663007974,0.004544364691588478,0.0002486486718108073,0.004826884220630588,0.0001301902125282766,5.458839029673559e-05,7.261475885476046e-07,1.4150653178428612e-06,0.002629029364819913,7.198507315818791e-08,0.013164366885192434,1.72624091577388e-07,4.4630248007233434e-05,2.5904220527341364e-09,0.48559254037753213,0.10144436414428298,5.119610025026207e-07,0.0700752620030681,8.95795684466886e-13,0.030176709209133925,0.04516115835568461,0.000620380796360937,0.0034443460012064803,0.027536739006632248,2.593079485607138e-06,1.1204219900494044e-07,0.0030169740973099764,3.1211723460099665e-07,0.00016477097839941266,0.001287399298533618,0.0002799815292358974,4.779068548423986e-10,1.1571884964787944e-06,6.285825729144091e-08,0.004098080570363364,0.0016421734287146478,0.1726322283934011
1.0490847029597469e-05,0.03518818396758962,0.01751061560654977,0.0003135140821879206,0.006076491975189471,0.004318058054293588,0.0021526033795858995,0.006650217864072223,0.0556304787727665,0.0900122800965426,0.05252802939689745,0.00033874926957499444,0.2668381756315615,5.121175719572286e-05,0.04960146560520793,3.3763711281426765e-05,0.03873098060984615,0.02947143393925282,0.0033001464517666197,0.06790843426384169,0.0025458179879060223,5.034577688010203e-06,0.003483028440581806,0.00012939874181765567,0.0016872376351128116,0.0005882603377797783,0.0001639254780625533,0.015418446435616908,7.246563564167884e-05,0.0036973831284558777,0.015003004865545715,0.0034050765365837093,0.00811322995398512,0.00524847811109342,0.1563255249748495,0.04757978672392549,3.638167570028646e-05,0.0026138827248104865,0.0071465545563275485,7.17561962821827e-05
0.0004977574116498222,6.796582067957732e-05,0.00034582796267913416,0.0041884917508863894,0.04124704540931803,9.281006092873593e-05,0.004507016684093852,4.987605795520873e-05,0.003659959380663242,0.7897707481018134,5.350954421238915e-07,0.001818238712659303,0.00014088665409251882,0.03138719121608592,4.5435747698271686e-05,8.458795618346381e-05,0.00043389640293520156,5.732744598465995e-06,0.010723463225145584,3.852187423442691e-07,0.0011288936543251674,1.1457407184193686e-11,0.022558678956405405,0.00656192158434436,2.4897019484947905e-05,0.017564978123012904,0.048036980909651555,0.0013289466764277737,6.161447223217229e-09,0.005110122140734484,0.001586442263339259,7.4842357984013e-08,2.8095694540839576e-05,5.676150733010912e-07,1.0908954315478418e-05,0.0007395548853809646,2.043302490881888e-10,0.0010433625524144737,0.0016218764631915229,0.0035858396735142625
0.0045983559785075755,0.05477086576688825,0.05022587918250602,0.0010946277925245411,0.003813515614012723,0.07404399797210676,0.00014846608238748367,0.0009314822898972761,0.00042102570272343234,0.0009485981986760896,1.0881778870729665e-06,2.6200730911656374e-05,1.1556751629257068e-05,0.04819466117830272,1.0046286708978998e-05,0.02216875382207536,8.402536938447919e-06,0.004403378558766341,0.07887544887025054,3.226456141241256e-05,0.03799904245129408,1.1297331484555149e-11,0.00636613101489005,0.4260745343762723,0.025356391563099417,5.426586434781579e-06,0.007893029797912952,0.0001070722752953755,1.1686297851235304e-09,0.114085086732351,9.114227468317256e-06,1.7736400103561398e-06,0.013479916565896912,2.2561679450374835e-05,4.988446078806224e-06,0.0035540338587819235,1.028685682705274e-09,0.015474534490978378,0.004400036033408965,0.0004377079966500265
1.5152871725321701e-05,2.0945336631059586e-07,4.166787653528693e-07,0.032911926385053115,0.7896773676698509,0.0011381663839307957,3.2228239665290777e-07,1.3233209852531073e-07,2.5919165264730005e-08,1.2778371503821124e-06,1.0498842265244905e-11,5.523737060010293e-07,2.516413619138885e-10,5.088940753754992e-08,1.456610355671373e-07,1.4207995862201984e-05,2.90594148079457e-10,0.17312744609591585,1.0341901057596288e-05,6.974698360688386e-10,9.759665814554389e-05,1.1803463556139694e-14,0.001172460343428524,5.359069652388312e-07,0.0009703348635245714,0.000363370966365389,0.0002379837637145009,2.0319991726024056e-09,3.6997985254233284e-11,3.7687308584669163e-05,1.0072815991890124e-08,1.6805650985748255e-10,1.0297157231839429e-08,0.00011936963443322047,1.9978458955639097e-08,1.8826190276960814e-07,1.178241321984826e-12,3.425441481234923e-05,1.256031130087095e-07,6.830570764262328e-05
0.0017006675230556438,0.1058643707585794,0.0068759508744684885,0.00026805988938818605,0.00016763874109080868,0.04020296198839728,0.1452435796132728,0.0005161267359808425,2.99993149758377e-05,7.26633279615003e-05,9.303157451863807e-06,0.0007290157355643258,1.3673721138952992e-06,0.060187381795989224,7.97687657866629e-06,0.08620788535685149,1.4580911038670613e-05,0.0006935261450176926,0.030543533039199933,4.7424687412800644e-05,0.029533449818871065,5.0568360794353214e-09,0.0020854810749161602,0.32065600989125603,0.008401857021897295,0.0020214551986678007,0.00238472170345436,9.582400849898602e-06,8.601964823602344e-05,0.07847663478313964,1.0111206826768227e-07,0.00019128162840243568,0.012697573650230214,8.317122259910448e-06,1.938984788434459e-05,0.0002630011506804421,5.406202949774295e-06,0.015693386379928377,0.005338463021955798,0.04274384944112662
0.0010913228328916778,0.01888170817040785,0.007049706491817796,5.644106801964948e-05,0.00012939725626743396,1.3576285936613258e-06,1.9473973122475443e-06,0.05180840184227502,4.486530921277766e-05,8.082553388185705e-07,6.122739176731657e-11,2.245119830380568e-06,2.4371859200738413e-05,0.16289237454210062,1.1744563999811367e-08,0.01547840132314027,3.1395582296369882e-06,0.00015095262035624485,0.04589998438472025,0.0010761714578277734,5.442967856760163e-05,2.9361292074564794e-14,1.7344830485517638e-05,0.22043983306533282,1.3307911473289798e-05,0.00012113346527680037,0.38671262307498266,2.071460263017918e-08,4.450579472184245e-12,3.3289886633184334e-06,0.05520951247158674,0.0017830706681004204,3.800082768121919e-05,0.00019457167351039081,6.806909887447172e-09,2.0602961399253387e-05,4.909282028027199e-09,8.50055863862565e-06,0.030782654284721305,7.444180971229968e-06
0.0001397100568611084,9.949686875603561e-05,0.05533627410319945,9.37812642169647e-05,0.007752329598446053,2.6543580803222574e-06,0.0009357496484235434,0.016756659575410865,0.0053635908707068474,0.10224398817135534,0.1255510979097312,4.928473367356633e-06,0.07349946397753901,1.4051151818778686e-06,0.0020492713453885876,0.004920520079203297,0.00039784239937860015,0.0006252483960338262,0.00046586641599420176,0.24358105854677298,0.0010758245877498642,1.1218136134446347e-05,0.00017266887117408102,0.00025590763669532465,0.0003713127730848297,0.0005947035301698337,0.004347588447284262,0.009212727608517665,0.0006024907052524566,5.6634728229366004e-08,0.158301764363716,1.3953694093511846e-05,0.0004281069594936001,0.005595403881437443,0.02060163835185205,0.0011316317774124872,0.0007320132992943162,0.00035253524995034727,0.1560051887685247,0.000372327549386927
9.84104730658155e-05,0.0003774793119714874,3.453288111965435e-06,0.0023950039276066275,0.001382991578358555,0.00568497268903274,0.004548293264652494,5.708036404172455e-07,1.5262488806473957e-06,5.469397633906613e-06,9.280836869772418e-09,0.00029578812907777625,1.7390770607452493e-08,0.002024544280277728,0.0006805028961910401,0.1789252433871757,9.106493438611457e-08,0.05769523568580489,0.013106578483693716,3.0431727264766084e-07,0.0020224973288805585,1.7703054036730863e-10,0.3138863931914386,1.4404531368040497e-05,0.059017888021881765,0.03461641478212904,0.004865579623844681,2.0815464234590536e-06,1.5785066731375052e-07,0.02317071686168213,1.2721460623868136e-07,4.622011696422653e-08,0.0001336233696480015,4.079259286568516e-06,7.360086103483759e-07,1.067135337426714e-05,5.0052087690043444e-11,0.00013308190119617073,0.00021199871032064258,0.29468301609845254
4.065848517989665e-08,4.278895910163879e-05,0.003794321287942254,0.009450013562580484,0.0007285526247018179,0.00021035347611408095,3.312793081883482e-05,0.0029402468425839337,0.006199427638064889,0.16607830573645008,0.08203512812024721,0.0006783772226071997,0.09128493567496518,1.5486568215901357e-06,0.0032152222476151144,5.207425983332497e-06,0.07025751672999635,0.00030904578667841336,5.65417486821689e-06,0.03609327696459479,0.011905781305745473,0.00016051980816559263,0.00015251688423163347,0.0004544915830230071,0.00014157273376734728,2.0350256881466887e-05,0.0002988861837197546,0.003018979371454905,0.05013001461437138,8.337672527511935e-06,0.0001488908985425288,0.003913889103026667,1.128068891489622e-05,0.041779673816566304,0.010218237861542816,0.11362712963122783,0.28970071993035934,0.0009300291858737366,1.553891383712583e-05,6.783500005812466e-08
