0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
4.878516163046199e-134,4.5145171470740607e-237,0.16277955157337087,2.1204588742252242e-146,0.8328233540816494,2.4662778220938316e-130,4.479725426882277e-56,7.113517310991518e-135,2.855322420929208e-154,9.388798196859955e-150,3.3563576595610934e-180,1.2697293336322901e-257,4.4234547972354374e-33,2.747344198165851e-266,1.0159074609558832e-57,2.1717020363593925e-86,1.9971857214879886e-70,3.2987841528232e-102,1.8868466641033916e-55,1.4250114085811293e-125,3.90332512278355e-169,7.542392210324649e-236,0.004397094344979709,1.0293130480672901e-198,2.162306540940705e-204,3.1313312849286625e-290,9.138131001918058e-56,3.3295654879002155e-173,6.2660344665799e-124,0.0
0.05240274625253689,0.28344147282777854,0.0005588289022811144,0.001315430394583042,4.4105695262807685e-68,0.011998938884350205,0.0023807482978788715,6.087615473635575e-70,3.729204052937874e-35,8.96273122556114e-36,0.07936605405624453,0.389566486840687,6.42338262268225e-15,0.007210180673412739,1.1779984333261103e-49,0.0006351761067733291,7.817656183637295e-07,0.005603387096416017,1.3058361037998465e-38,4.0820618664330593e-72,0.0010175020424014378,0.15555159075251715,0.0007015155961413458,0.0015337562917650369,0.006318032289149442,9.811194520221074e-131,1.9345000323507683e-12,0.0003973709275240903,8.957598742207345e-55,2.135431899619777e-202
4.60628948062631e-70,1.3765047681787272e-91,2.2253768495832316e-19,3.234110762154812e-147,8.09904510854538e-130,3.055907588738065e-200,3.5004898236916625e-109,9.197017213136362e-77,7.476289485908075e-57,1.4208370532006235e-123,0.49495617843808837,6.337164957480457e-28,4.602960276233317e-149,1.461439746263527e-275,2.007222024763554e-136,2.2681806421128024e-182,0.2573973658001474,4.1816280686534864e-160,1.4953132260844794e-18,0.23387288823838165,4.270901639161783e-56,4.188920402832764e-164,0.01377356752337525,2.230346084225642e-45,8.964551564684854e-17,4.786068e-317,9.362981320323471e-158,1.5409649914263452e-85,7.53697037212344e-15,0.0
2.310293089055562e-119,2.9542921416780024e-114,6.004169913551561e-42,1.2178954708216003e-30,0.013934451589571186,3.5160175056202474e-89,0.06563637322458347,1.983951120744169e-58,0.2255832522961198,0.02379385955989899,2.3103773651891303e-115,4.253432333491383e-70,1.4523396108902797e-39,7.031996241951717e-297,0.16571882832332913,4.595631384733728e-51,0.2566663791702383,1.1410037437443345e-22,0.01589865427215258,1.8015204900750058e-57,2.7502109297607106e-97,1.6004358522623792e-130,4.408749730369801e-281,3.227316028201043e-148,2.386006369891679e-104,4.1983518512050786e-293,0.1129205914635608,0.11984761010054569,2.5465052754946215e-210,0.0
8.673880330421586e-15,4.4535188726346847e-125,0.36882820471043504,4.3258155602120953e-165,0.5052624438646122,2.2333352144614267e-186,1.4711797114952438e-107,5.459983038813568e-71,4.055231967655367e-147,4.6628197750066403e-144,5.260073425037198e-166,2.4783427368725274e-99,3.574917953488787e-148,5.85951777830644e-306,1.6523559449056473e-180,6.923899281719143e-96,1.3577448633016418e-73,3.844596698718095e-163,2.593107174626931e-180,0.12590935142494422,3.2988175983282724e-268,2.634560811446267e-183,4.0579245421845974e-79,1.306706169941247e-253,8.199474342516894e-210,3.5252945655921955e-220,2.4765706145446695e-197,3.4789258445334362e-74,1.6997507834248005e-162,0.0
1.9343301239600374e-116,1.0314827986440195e-108,0.010118774296560435,0.002597398439699094,5.2020104528296676e-49,7.612856050636694e-105,0.3601302886250695,7.94929637621616e-41,0.014623653725307814,3.042770777669837e-19,7.822240588945719e-159,1.2029064139439312e-94,3.8036389779255474e-47,2.309536330781665e-118,0.021591961693905395,0.014632406525321951,5.739883758924416e-44,0.0386681163177328,0.013002987352442597,1.2562278409564066e-87,8.737049906831578e-111,2.4172310494298215e-151,0.001546457477543466,1.0753148724596495e-129,1.8645777184215693e-128,2.3897314212019335e-209,0.523087955546417,1.7653179792594803e-38,9.001649329525941e-41,3.851826938898446e-297
3.0697347435787144e-118,1.8647376636971286e-126,4.638470866132874e-32,5.3773057243707163e-95,1.7775510192768038e-71,1.300365391176422e-168,3.667437132305946e-17,1.7016409282685687e-132,0.01912728918881829,9.496696992235118e-48,2.0447013870043618e-147,1.25103001147513e-114,6.238274999649463e-128,2.2426183349612386e-185,0.1085976522947009,4.1828796895407405e-50,8.012558981072184e-11,1.1377106163231186e-83,0.8722750584363551,3.88754213350289e-56,2.6621264816478135e-87,1.4850467119947713e-172,2.1429025742780134e-251,1.0526841813189512e-65,5.0234803577113895e-80,5.54090086815486e-276,2.823038359175789e-71,1.7702681943333935e-82,5.079147493845286e-212,0.0
0.03472052868115941,0.7415080271527433,4.1858768486510224e-107,2.4303400947151384e-188,8.875509853920707e-108,8.909929806513841e-11,5.447759828386739e-75,7.320874827136725e-66,3.2377278606082778e-31,5.2032432988532446e-132,1.641804839174485e-35,1.266167571859289e-55,8.829954250140486e-180,1.3895810960103969e-75,1.2603079980743681e-29,0.00975913387900811,3.798205981468218e-140,1.8756947729748591e-119,2.1607909984830437e-64,6.559719325990393e-37,8.698451535709104e-75,8.700222031200242e-37,0.0032455095673273432,0.17378562923935809,0.036981171391304204,5.976217508212448e-38,4.462340472183348e-76,1.8585714247109612e-114,1.9622294445878214e-188,5.481055377409497e-141
5.378207351393515e-85,9.800024590334364e-167,0.03594546897476582,0.00016739395308756604,3.229951670226032e-11,5.3621186742370875e-93,1.4215350625793794e-07,3.615400195357211e-30,1.262809389754291e-31,2.492354287376309e-68,6.141776781893188e-163,1.5270526079030608e-124,4.2551643350583467e-13,5.889568915265269e-283,5.543472780452559e-22,0.9177408043708192,0.00524480639805801,7.649430204743395e-66,2.0774067759284645e-12,4.5780774388883735e-114,4.953144271233185e-140,9.457129411033339e-176,0.040897211577931226,2.6117535067482776e-193,2.90420660741797e-126,3.634077945425966e-270,4.172537029375414e-06,8.322181074299774e-69,6.656088468782145e-42,0.0
4.257530497337545e-95,0.5596090634082925,6.592987603893929e-144,2.65741574542585e-85,9.60994821036404e-36,6.919315143105239e-05,3.1237950353906696e-124,0.0005801837623908758,8.223457199766541e-152,3.510054134880043e-95,0.0009059529599356529,0.015440344743289251,9.663599109301548e-47,9.504278617047677e-57,1.2061221866509554e-113,1.8638668108204895e-149,9.116435646432396e-114,2.041991967669498e-90,8.292377267025204e-135,6.483360530335078e-62,1.1774148594694544e-54,0.018410800236690172,0.0009544964262382747,0.001877058088080009,0.0051372507903208135,0.30406175616610076,3.7364329031505437e-115,0.09295390026723065,1.6079252462303286e-145,1.7680332000362242e-37
1.0262999726054976e-06,0.005540013997994739,3.967834427681811e-37,0.003645493535803532,2.7640040599386644e-09,0.002410637185257264,0.8236055192355942,9.170098449345815e-18,4.687314083827015e-43,4.821786297767489e-61,2.6055223594687927e-55,0.005430459887668939,0.04030099495003938,1.9233689823167187e-108,0.004604422904682871,0.005438683947013915,0.018481213585766963,0.03764517837157864,0.001856978484223706,0.01652762157670012,4.330464126866816e-41,0.0005571944712096476,2.2455052740573126e-125,3.010983676729716e-47,1.211940716702965e-29,9.714781136110404e-58,0.01813916144466296,0.015143626252765089,5.830930772734015e-144,0.0006717711050614614
8.612466699128665e-215,6.679919636186964e-134,5.225194520032544e-116,1.0434753911671899e-112,8.938239012143546e-143,1.588264136861358e-151,1.5445090602455264e-17,1.3991381517606577e-129,0.9999999999999597,2.284041563870666e-134,1.5224654693477148e-190,1.6669661824556498e-194,2.0933698729235936e-94,2.853334315963e-312,6.114903932322878e-129,8.077541986116178e-145,5.510630881952096e-67,4.023474830832819e-14,5.651651376149006e-41,1.4214535914788694e-90,4.126942111644993e-139,5.4489447963227635e-235,3.0850847013178186e-171,8.816868509261713e-134,7.092886424860246e-142,1.213924e-318,7.054129221664438e-142,8.00693006114091e-94,1.3993903382013382e-169,1.7623e-320
4.283137494819796e-34,1.3140538036962898e-47,1.038008428347133e-28,3.2668319888075254e-12,1.8402458551040776e-12,5.09115189157026e-38,0.7366862951888932,2.1074473390614727e-35,2.7731880112100874e-39,5.258329194750527e-105,1.798787282814257e-71,7.329410029607242e-51,0.2318507023530098,3.0547811553160855e-212,0.0021635115378668053,1.0362845551680865e-78,0.020288649400851313,5.8191078925414525e-59,6.922746281046245e-66,7.033921174503906e-62,2.530097710613568e-53,7.523961192481177e-61,2.569449023058995e-282,3.0832199614394495e-82,7.467692939658648e-12,7.837512892158932e-207,0.0006843384966740351,0.008326503010130014,6.880108792606964e-193,3.5852685394397016e-291
0.0431686374319077,0.2571844148853559,3.2170656590447013e-32,1.1984249662282197e-36,2.983814440896538e-55,0.10435981095348247,9.56859894503294e-42,1.646749664820381e-30,3.400105831538909e-95,0.01019927194931143,0.010476930586755284,0.3633062419636945,0.12101078572425716,0.00023556771452845255,3.342317497328442e-133,4.396122567015527e-61,4.900784225067366e-59,3.4051132322264337e-16,3.791832299576659e-115,5.738733161890098e-54,1.5944418010321532e-40,0.004175684493273561,6.489484655808746e-201,6.769433130130278e-05,0.0010531502188551869,5.880064536450367e-172,5.619158423665699e-30,0.08476180974727665,9.605358107400086e-117,3.916228179722146e-175
5.462486470713087e-110,8.460353199759588e-166,0.0014160129456263044,3.357127448142596e-60,0.891656397760517,1.0371367301760552e-125,1.7012617397203174e-13,2.051723599502495e-56,1.9608266138028225e-22,4.1773813657076e-40,6.854184516507332e-161,7.040782344992417e-139,2.599487524647093e-46,1.983308435576062e-283,2.361360339964241e-09,0.10196604417791459,4.869500594095012e-16,9.4798271807337e-72,1.6827672871569973e-10,6.262664451430378e-85,3.388172657009066e-119,4.701640522875208e-216,0.004961542586134453,6.741504414990405e-194,8.716697465841378e-173,2.559755807580252e-289,3.0010000922381e-59,7.786628891728133e-58,1.2701265476521117e-64,0.0
0.01220123140982685,1.0979979648935598e-10,2.862193061246415e-32,0.011642147620405505,7.220505078655055e-47,1.6758491184457814e-05,0.0002463177285549517,1.6645897551536957e-06,0.04168667901518276,6.985301897970261e-22,6.775843244434189e-07,0.5555931882029489,2.734436097705075e-29,1.6607899891539342e-211,0.03857707533920823,0.00038976717446126657,0.1694940301141004,1.2188217317927016e-12,4.354983974607753e-26,0.045811978060390224,0.0503802463964934,8.352293365321247e-55,0.012460988611615603,2.1715560651836293e-50,2.305050836345922e-60,1.96110321231954e-99,0.016424594582077238,0.045071574063460705,1.0809049913215872e-06,1.7844929777234947e-219
1.175462628986228e-148,5.021921650343697e-98,7.14817439585156e-17,2.5508886269037007e-81,0.18786364347716977,1.1747159063461033e-124,0.12832547140364245,0.0028120871667660138,6.654171208260032e-20,0.02282997935916963,3.0929650525061166e-138,3.6927066920299673e-127,1.4539336610267268e-21,2.641759892637224e-122,1.4012210541530588e-71,9.554348165829558e-89,0.6391471624842272,2.083845022695712e-52,2.3531503875227886e-51,0.019021656109024933,4.426848974760856e-111,2.644128032475535e-152,1.5429069117061179e-55,2.8868808928978295e-144,2.5537710967069205e-82,9.1426060051086e-264,6.051349139770919e-36,4.006602329748418e-20,2.533305902377101e-159,0.0
1.3536133606482893e-55,9.383042665452906e-58,9.54281966278348e-14,0.0458366718319879,0.07179326505732582,0.0007064435689075623,0.021922698299119185,1.3737718401853315e-90,2.0616292113956297e-18,0.2503777965042859,6.545580491142462e-07,0.22393789564204625,1.953010443524127e-31,0.0027549778977771083,0.008110564166428058,6.870323244977876e-72,0.26211799938681224,4.856714628882154e-15,0.0027312386097056926,7.867562767635323e-06,1.0403763124468885e-32,0.014242030696426565,4.340454818347033e-130,9.034394651125841e-36,6.536684269679523e-34,2.3164825570772023e-14,0.08913234283967586,0.006327553378561678,1.6559402458778538e-41,2.2457143498064702e-151
3.2655291159852414e-153,8.292797072437598e-157,0.2021321905182347,8.454788712668689e-32,2.3031075105032834e-64,1.5673474500249904e-178,2.9014074287785543e-17,2.1072052220286556e-102,6.724662671133642e-70,9.630586074768505e-49,3.683251112195784e-227,6.60614836473203e-141,3.014693087997212e-43,0.0,5.755629339467458e-149,3.593332779963848e-58,1.3800779782191333e-69,1.9517963882592537e-83,0.016125614035315827,1.4748027130951354e-78,7.15032774938417e-90,4.972304271171918e-246,9.131454986291387e-67,2.1537803369985835e-151,2.4345635730813342e-114,0.0,1.962246722201975e-73,0.7817421954464495,3.781065628739939e-200,0.0
2.7885598364869484e-54,2.16407965438268e-38,0.03077162428370663,0.058460203908840415,1.8693992373497947e-30,0.00018616542712564092,0.01366658725855495,6.761861584933049e-31,0.013915398172327904,0.06753145522847695,0.022735075972534463,0.09620344925381188,0.016304416436072437,0.0072654815234153985,0.016284779938091014,2.167010799846283e-65,0.41037638622506134,0.2307491455020951,9.040500427611096e-23,9.318294071571386e-40,2.5118959054021725e-36,5.651221334219995e-08,0.0002195640740768247,2.5718419333091588e-58,0.002277921183866198,1.662407480738978e-176,0.013025290353231866,2.6998746497907046e-05,7.698976801559143e-72,3.713116661492632e-260
6.53614131574119e-89,3.834375032854264e-108,0.059258563072043136,0.01017372626464214,2.533904019262679e-19,3.710267543665598e-49,0.21219968107836154,0.00018199738364083754,0.01170384369868502,0.0006564831309699374,5.534999218181091e-77,2.3770349142544144e-79,0.005987330790815518,5.714666893059052e-206,0.0021371405358032876,0.0025893209036237713,0.10572018141812199,0.4630799665905352,0.003296500703796182,2.955200720516585e-43,2.4056175554826767e-65,1.5261429104356008e-84,1.8146682509603254e-103,4.422062877377751e-139,1.4017742617387836e-118,7.454113250201167e-05,0.0940049618140033,0.028935761482456187,3.882708403565233e-110,1.6589509288629608e-192
2.209666407210828e-110,6.04714895614694e-123,0.003927514622899494,0.09018972802342612,1.438307076414846e-37,1.1454833600989374e-89,0.7227224064858718,1.4646768677782157e-50,6.045669821921804e-36,8.89427955107205e-22,1.523620092455518e-151,2.77807786589836e-84,1.2436267130647108e-66,7.814536282427441e-292,8.092751959380188e-65,0.001213109762639591,0.03796340617294103,0.016358222163492055,0.012596933007897231,2.8874049016433517e-53,5.005404707644297e-140,1.1205344463566739e-132,2.82536e-319,9.450808955195583e-158,3.305235578737392e-178,1.6870129320656643e-263,0.054689634150682724,0.060339045610149925,1.16882059463537e-310,0.0
0.9999999999995075,2.7475233974845913e-36,1.1329977906439438e-126,7.426860934804823e-242,9.072839087211801e-172,1.6671513186494412e-164,1.2084614472639883e-178,1.6700185303268525e-139,7.507369645788833e-205,9.900796027992653e-182,1.0822274098535181e-57,3.8240968018093567e-79,7.893425865776657e-168,2.02924688215218e-210,6.037743688476043e-191,7.048204997764765e-69,1.9020804393190134e-149,2.0352830013217527e-187,4.255279530650225e-163,2.792959843783611e-159,4.926012497592989e-13,3.3651758307840934e-113,7.921356599700297e-36,5.88855825770473e-132,1.454646150912126e-161,4.178435108312154e-247,8.013268712858431e-194,2.0588795131223754e-193,1.5821671616562453e-43,0.0
