0,1,2,3,4,5,6,7,8,9
0.00023257248132757424,4.606090259954569e-06,0.013606530643559211,0.4922558634255604,0.10923499726872758,0.00014627705804666402,2.3321994994775e-05,1.2373941505169029e-06,0.013094071781070955,0.3714005218623022
0.11432625320598062,0.6215850805036377,0.02391227498493281,0.003955770360542766,0.004521252821320712,0.003574991324244394,0.12549528829470374,0.0034365717544345537,0.09838614774730738,0.0008063690028953174
0.22205780141032772,0.358444314497726,0.017162355137756484,0.16007049537730106,0.004537418951525246,0.19972844380790983,0.0003991783968082047,1.815207735553572e-07,0.019540316387320622,0.018059494512551386
0.030133311999865874,2.5284869879899538e-05,0.5575834799058548,0.039528660762823666,0.09948921392437475,0.00038491457021183183,0.020268230112000806,3.528382405090577e-09,0.16140455547346902,0.09118234485313705
0.007785174597498655,0.03502956591215855,0.013797641415976818,0.3252829465191544,0.13987100383498519,0.00012345631351872086,0.01846529575997106,2.725517480545457e-09,4.32574329343332e-06,0.4596405871779257
0.012417507930330331,3.97959806884641e-06,0.8261549285059012,0.04781605973635894,0.07749320570828429,0.00012663954161349988,0.004169414457450034,1.0417515205865592e-05,0.02291045171979139,0.008897395286995648
0.00024159246064212053,2.3346718509321096e-08,0.005993585170830695,5.424739250584193e-06,0.9762482663192565,0.0013656317775632787,0.00012748918642139498,4.373988020597918e-06,0.01590864913342278,0.00010496387787346705
0.1464775973180948,0.4118769317468445,0.0036433349347617023,3.66333707066756e-05,0.09459398958024591,0.14796846860293084,0.17591261174657158,0.013672978779229579,0.005777819886336982,3.963403427761437e-05
0.001228011526829937,0.0004831644970451291,0.007533246140451181,0.5839573664535593,0.1308008497941734,8.506963676779469e-07,7.4438612415031e-05,1.397930322970216e-10,0.00020640626592556907,0.27571566587343976
0.0015359060237967368,0.16936830753290574,9.203744712723234e-06,5.179986966280373e-05,1.003530839228295e-05,0.012103065564043398,0.5560125060824831,0.2523372880838237,0.00856409522965818,7.792560521488041e-06
0.10501008643723492,3.714400158341172e-05,0.5181244146177341,0.10765385956332284,0.0649353938351895,0.005492010657301651,0.18662843330635326,0.0001532123354479482,0.007904436511760397,0.004061008734072161
0.006225265868354909,2.6574607388112777e-07,0.233704494060451,7.540902143422924e-05,0.5775966430681279,0.017155612897900033,0.0018048080153754689,3.8335090817889915e-09,0.16118430167186246,0.0022531958169109915
0.04883987806457466,3.0142515463722006e-05,0.611689047603299,0.21767246317299707,0.03182251207588032,0.0007995411614522192,0.0749025508608448,3.5929372761427206e-07,0.013776180116040239,0.00046732513572027073
0.14693628018286067,0.36554273044224556,0.005786079471169838,0.020399482682115236,0.001111498558617982,0.0037738898125252193,0.3046754573049152,0.00026414955523134726,0.13955284088158926,0.011957591108729654
0.0009347365637563327,6.258133856172825e-07,0.017515963447033697,0.3157023003034824,0.055084936895440396,8.746657708679058e-05,2.7774705978160563e-05,2.001262586811352e-10,0.0009499366368476777,0.6096962588568626
0.21129884647228656,0.23346020932171832,0.12169176042393638,0.02720704016228347,0.06860350849855515,0.011953896121202399,0.1600231869496249,2.466267207150916e-05,0.15766858189125352,0.008068307487067836
0.08090794109203595,2.7207173122973133e-05,0.1649672131702758,0.42804852807213745,0.10902223551278357,0.0019044513732031517,0.0008301563203538017,3.9796218134212984e-08,0.1065595546662004,0.1077326728236689
0.11475223750171132,0.07105680688247282,0.2816617322200194,0.03425654266019129,0.027230267184394134,0.0005444193210555831,0.031696901833125624,0.001162412691324104,0.2957341527819925,0.14190452692371322
0.0017403307914283994,3.1651109582230137e-06,0.48155389401969917,0.1501928397321043,0.22214797580952392,0.0007965018928307518,0.0432311053822339,5.376002474374621e-09,0.08820649959328755,0.012127682291931294
0.15544005740696093,0.05749525580387552,0.30635507970132025,0.2505408255184072,0.04217270006239828,0.0019652174289135904,0.02125436048054686,0.0005187972078835356,0.15278694958123182,0.011470756808462237
0.07809831786944937,4.2229509014106904e-05,0.5482501685757065,0.24505512799640117,0.042092472241850296,0.00015862968179745319,0.011905187173904618,6.730105786827763e-07,0.06204085668741879,0.012356337253879019
0.1562910678008444,4.646087300727382e-07,0.7751200572222534,0.014174841830999575,0.009275252591494388,0.0018604233722324197,0.03005499093320444,7.207976007798955e-09,0.010882389377464951,0.002340505054800315
0.0309697269416072,0.8966990914862019,2.9640364071288356e-05,0.009314283572044073,0.03041756327028852,0.00029852092987727786,0.004198492553948943,2.9481862931482266e-08,0.00010784985858486845,0.027964801541512957
0.022879267586920604,0.5549180224168607,0.007057707178646946,0.0002633810942296605,0.00012699593797440103,0.15462513902900166,0.1926786716539877,0.04668697504908555,0.0166495980747366,0.004114241978556102
0.3878087048755902,0.00015945967623165968,0.26599592050153414,0.03514964345803395,0.12782078334103816,8.974086584127558e-05,0.002269901285657877,0.000561150033685955,0.013128040769997788,0.16701665519238895
