0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2.5855871795767484e-07,4.168762054555222e-07,0.013492614125645012,0.0031091956074242506,6.151279766471003e-05,0.000505446719363972,1.0635852120823113e-08,0.698127791574869,3.7869892692463466e-07,1.7892406947913303e-09,1.05040344766794e-06,0.0023522902957148605,4.137260587721601e-12,0.0050942046595973635,0.004487498544586058,0.23208024592442492,8.671573893670806e-07,0.0016123359452874526,0.03906124252194707,1.263715955789577e-05
5.190724655970817e-19,0.02091790357413354,0.0003231231785645276,0.052232647114969666,0.11586947350585036,3.5389616265937372e-09,0.019146815310498753,1.7561661165167117e-17,5.778587398520522e-08,7.533311354745921e-10,0.00020944700552799994,0.13301232630699447,5.835917567828538e-06,0.5671440494537238,1.3336724061340917e-15,2.1728549014700916e-16,0.06696560963752358,0.024172706799784786,1.3871555611411583e-11,1.0282092157466212e-10
1.538570250219514e-16,3.395945848464752e-11,0.10230926795621495,1.6188882256740619e-16,0.013771017316963046,7.832605845375813e-15,0.023932479956423284,0.08764613380110313,5.5195074081773584e-14,3.484233554741309e-15,4.675764947186624e-14,7.245291235548111e-12,2.4940180561417846e-14,0.4655878564655558,6.9947898314150135e-09,0.17741882997950553,2.175735702390993e-21,1.6262988398163338e-10,0.12933440732321638,2.2549296397832893e-12
1.957433784903654e-08,4.3168550555501417e-10,0.00010822956733149085,2.6360182380991233e-06,2.593174221738897e-09,1.051512925335495e-09,0.01307816926266968,2.1981201656284374e-11,1.486710061456895e-08,7.758491926220577e-08,0.0031001682766198004,0.010274566406760511,1.6051845320234014e-09,0.0048113683807019195,9.620793349831031e-07,0.45275392829431743,0.23870806503832648,8.588884301248636e-06,0.27714951515387676,3.684907625349546e-06
0.00030016976824134313,0.0005150678126740538,0.00017722062457197166,2.9554012129631714e-07,0.45376853294450215,6.846820942378597e-08,0.0002638570598263862,2.0734386225539945e-07,1.8772884166574057e-08,6.666456002385105e-07,0.000587878471768136,0.01606323910735949,0.19233976849322448,8.033782495115372e-05,6.163300626649021e-05,1.271766930832315e-08,8.531266211245484e-08,3.0143444324048387e-10,0.3358409380114975,1.772673725556606e-09
6.188987175022828e-20,0.03118064601744889,5.335800665290464e-07,0.0048376779379267635,0.11749807569393295,0.15571302805541323,0.068000355747923,3.3268964002519835e-13,0.0004639989992444226,0.09026180775359108,1.5074706801446107e-06,0.0017336631550634734,7.823989332679688e-05,0.35501635663773684,1.2350137594923897e-13,2.991926701333848e-15,0.04370221619156232,0.13147171960370954,1.4185875557816615e-07,4.0031403159273994e-05
0.04870822701213368,1.2586399956711763e-13,9.372449554046315e-07,6.935610391210847e-20,1.3904809966766079e-14,9.14472700978752e-13,0.008910143956722644,2.0412845224047848e-14,4.624108390546537e-16,2.981140462177279e-17,1.838595550494722e-11,0.4077950668076666,5.8172770623573356e-11,0.008798297740238754,1.3794764198775798e-09,0.5257873216098524,1.7447399487498773e-12,1.6775037482677844e-18,4.104765034218973e-09,6.481054231597688e-11
2.1122485282553706e-21,0.009233712362761248,0.01055105057267544,0.0005746331442195728,0.009458636550994293,0.04012058093645773,2.1977477128058665e-12,0.00039694578954159985,0.13294593570366856,0.0012895855437373305,0.0016803529692932372,0.0974144670595728,3.4451821604062886e-10,0.4695888024602572,9.378213641882869e-13,4.741730655511445e-15,0.09778366795749635,0.12896058143963163,5.148777269593908e-10,1.0466471567606487e-06
0.004187927470158772,0.0001672472960538138,0.0011715849487694665,0.003117692400616755,0.0001321148742799834,0.373974300048149,8.226539507561458e-07,0.06005013919040189,0.0043010901660862,0.0005977001340750146,0.025073640079428215,0.23180956673636136,6.171551465510679e-09,0.04858207144990618,5.371809984768795e-05,0.027197954253277538,0.0068151737999371746,0.08062566968298286,0.13213578340332421,5.797140841866466e-06
4.2863574039564256e-08,7.245457991311656e-07,1.1797016133245624e-06,3.14246451257653e-06,1.1131705011143192e-06,0.0019612707431550433,0.015407956211655938,0.000889721921084471,5.1389321912676e-07,2.3514854071709405e-07,0.01369698527039607,0.006673777281265702,2.0825941631658465e-10,0.18036844549808803,5.926081260896813e-08,0.32296703810485694,0.15839613392932964,1.8342118884917084e-07,0.2996260379156222,5.438446524993476e-06
