0,1,2,3,4,5,6,7,8,9
0.007966298864176467,0.013846824846296514,0.013685573923052611,0.21609461784598621,0.07220085391427364,0.030566590151450825,0.003946992571048671,0.09371606535733998,0.5012119405446717,0.046764241981703404
0.10144245067928195,0.25176153634632814,0.09805926908694736,0.10392939949761865,0.007552274991669376,0.02564313910564658,0.003393936359933109,0.23283777732495267,0.12152305787095588,0.05385715873666608
0.771008280463754,0.07956706801847989,0.00416871808639233,0.02054344149707921,0.0007014814986435196,0.030358640692335376,0.00047589975060325566,0.08815223574284282,0.003667193965554014,0.0013570402843156454
0.001393149821638809,0.05300933315404419,0.05308572771547246,0.05550468178180934,0.0014745614431110304,0.0769224152943294,0.30875608697905343,0.06903164726473104,0.26640040693970574,0.1144219896061047
0.0009170876386067914,0.000679418722863376,0.5808432119231589,0.0013683267670443018,0.37670091481988816,0.030268471924230163,0.0003186788773973076,1.3836435379668176e-05,8.4276269102041e-05,0.008805776622329405
0.010030836628636226,0.012595511197737028,0.6532202452501863,0.04390608296385022,0.08100664294299172,0.02217744623534192,0.08380472946336039,0.028565903188892083,0.036295033963826905,0.028397568165177287
0.0045314797803809636,0.004672310549203385,0.07107678830716388,0.00535201418133873,0.23063777805857397,0.2265014115560263,0.1506229457507099,0.017358365626561786,0.27433946482507354,0.014907441364967484
0.37208627207692585,0.08160677585321052,0.3837574312219812,0.026242626418041957,0.11917892667795718,0.0018345118819539715,0.006138975381882023,0.0014287489644293175,0.006860676786313609,0.0008650547373045306
0.001711375897854163,0.003894687425252803,0.004586767664041327,0.672495730743789,0.08604721612745286,0.0019790548538906032,0.03619392037920746,0.0002800871539819154,0.001557246555515223,0.19125391319901458
0.019712199304030936,0.2667986025464744,0.0012812403967055529,0.030555975819528167,0.0016169256505394072,0.005175688884428992,0.1882470444593743,0.0002737343552947635,0.4863208415006623,1.774708296116132e-05
0.025676583950589683,0.011765890065237318,0.2454412049306231,0.3330780277142332,0.04003235408085044,0.06444208593669579,0.09178128353022114,0.03234995277682348,0.014615318629469057,0.1408172983852568
0.002167286030396572,0.029885017542668056,0.02199104394419297,0.0014390626425343448,0.23870186029447582,0.016688385189341813,0.4069917321071052,0.005456878711857909,0.1166547006080931,0.16002403292933426
0.013158705023474172,0.02334120467277985,0.421761150102987,0.31302779525399155,0.09348321557863233,0.05067038716515514,0.0033229208671837077,0.014688101435841571,0.027471187602160718,0.03907533229779408
0.14995353596244998,0.1696563041517963,0.013193766038278942,0.03263283526257638,0.04561756263147481,0.10096329884711727,0.10951202690124338,0.08659758850188772,0.24207672615820017,0.049796355544975135
0.022368230964291705,0.0005910058116542619,0.015285700573708913,0.4042196470670848,0.08315281753390107,0.018504538801768593,0.001218514164045666,0.004365448698629422,0.008538277812192097,0.4417558185727235
0.01759210414982359,0.24395873503631355,0.028162740953402633,0.06862234830191884,0.03012716256982079,0.2409389294533348,0.20531123610693147,0.11952156374187468,0.03834027267588321,0.007424907010696632
0.008504132077867462,0.0025978949338509305,0.06300518678819818,0.20824543404729165,0.5019874802023268,0.1850564871384528,6.924761258152897e-05,0.005295292838425915,0.017325357697401948,0.00791348666360278
0.04262231892559631,0.003332725578050503,0.030495685730816954,0.003826958166263336,0.4014800037755044,0.05471239404304158,0.025098707277937688,0.2588312475368638,0.17616809757348847,0.0034318613924370672
0.0001228324686365802,0.026254705382541495,0.059862307502338535,0.0032483751897000326,0.8065087563432092,0.022257952097533982,0.016236923765651647,0.0066361214072973036,0.047080028109250854,0.01179199773384032
0.013276096819980486,0.017801369920348524,0.04056860790574542,0.42823181845483804,0.23254219512460392,0.12654600634533536,0.024605710232996868,0.06465808965609308,0.005829232757994821,0.04594087278206327
0.014785369604102623,0.0932407152348799,0.1514994619154024,0.08283314694744183,0.010353013489423536,0.01629607133661045,0.17317160140529034,0.06649987121851626,0.045851174431264845,0.3454695744170679
0.029960172860989506,0.0020783116144606592,0.7247903728932069,0.03871499581230966,0.0029498681629224134,0.0582483180180879,0.04552640903148497,0.01662678003620266,0.03479506651771018,0.046309705052625015
0.0681089386674471,0.7513539210391071,0.0032938688026578535,0.07587713824940977,0.000687477825805515,0.06854795844139117,0.021595161585897225,9.41190238619963e-05,0.004910426783683995,0.005530989580738421
